App,Date,Month,CW,Platform,Campaign name,Source,Cost Net EUR,CPC Net EUR,Cost Gross EUR,EUR/USD,Cost Net USD,CPC Net USD,Cost Gross USD,Impressions,Clicks,Installs,CR %,02_Reopenings,03_Reopeners,04_Search,05_Favorite,06_DetailPage,07_ListPage,08_Email,09_Call,c_1eug9m,c_20gv5l,c_2gdlep,c_3mcwle,c_3mn473,c_3wmgwg,c_cxohyw,c_m8n2gh,c_ngwhy6,c_ptqr8d,c_qkf8fk,c_rf7rq2,c_siuh6e,c_wzuz9r,c_xb349m,c_xwzmca
Autoscout RM,2014-02-14,2,7,iPad,Browsers,Trademob DSP,0.0,0,0.0,1.3707,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-15,2,7,iPad,Browsers,Trademob DSP,0.0,0,0.0,1.3707,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-16,2,7,iPad,Browsers,Trademob DSP,0.0,0,0.0,1.3707,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-17,2,8,iPad,Browsers,Trademob DSP,0.0,0,0.0,1.3699,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-18,2,8,iPad,Browsers,Trademob DSP,0.0,0,0.0,1.3731,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-19,2,8,iPad,Browsers,Trademob DSP,0.0,0,0.0,1.3745,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-20,2,8,iPad,Browsers,Trademob DSP,1.98,0.33,2.25918,1.3706,2.713788,0.45229800000000003,3.096432108,7764,6,4,66.66666666666666,7,4,5,0,11,14,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,25,0
Autoscout RM,2014-02-21,2,8,iPad,Browsers,Trademob DSP,2.31,0.33,2.63571,1.3707,3.1663170000000003,0.45233100000000004,3.6127676970000002,9014,7,1,14.285714285714285,10,3,4,0,1,27,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,2,0
Autoscout RM,2014-02-22,2,8,iPad,Browsers,Trademob DSP,2.97,0.33,3.38877,1.3707,4.070979,0.45233100000000004,4.644987039,9984,9,1,11.11111111111111,41,2,92,0,212,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-23,2,8,iPad,Browsers,Trademob DSP,4.29,0.33,4.89489,1.3707,5.8803030000000005,0.45233100000000004,6.709425723000001,10965,13,2,15.384615384615385,13,5,22,0,56,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Autoscout RM,2014-02-24,2,9,iPad,Browsers,Trademob DSP,0.99,0.33,1.12959,1.3735,1.359765,0.453255,1.551491865,8558,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-25,2,9,iPad,Browsers,Trademob DSP,1.6500000000000001,0.33,1.8826500000000002,1.3754,2.26941,0.453882,2.58939681,11643,5,1,20.0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-26,2,9,iPad,Browsers,Trademob DSP,4.62,0.33,5.27142,1.3726,6.341412,0.452958,7.235551092000001,7278,14,6,42.857142857142854,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
Autoscout RM,2014-02-27,2,9,iPad,Browsers,Trademob DSP,0.0,0,0.0,1.3656,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-28,2,9,iPad,Browsers,Trademob DSP,0.0,0,0.0,1.3813,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-01,1,1,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3791,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-02,1,1,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3658,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-03,1,1,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3634,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-04,1,1,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3634,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-05,1,1,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3634,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-06,1,2,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3602,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-07,1,2,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3641,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-08,1,2,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3594,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-09,1,2,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3612,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-10,1,2,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3587,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-11,1,2,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3587,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-12,1,2,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3587,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-13,1,3,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3654,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-14,1,3,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3667,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-15,1,3,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3606,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-16,1,3,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3597,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-17,1,3,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3584,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-18,1,3,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3584,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-19,1,3,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3584,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-20,1,4,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3566,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-21,1,4,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3526,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-22,1,4,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3566,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-23,1,4,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3639,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-24,1,4,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3687,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-25,1,4,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3687,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-26,1,4,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3687,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-27,1,5,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3658,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-28,1,5,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3649,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-29,1,5,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3608,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-30,1,5,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3574,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-01-31,1,5,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3516,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-01,2,5,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3516,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-02,2,5,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3516,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-03,2,6,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3498,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-04,2,6,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3519,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-05,2,6,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3543,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-06,2,6,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3495,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-07,2,6,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3574,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-08,2,6,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3574,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-09,2,6,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3574,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-10,2,7,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3638,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-11,2,7,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3676,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-12,2,7,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3573,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-13,2,7,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3675,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-14,2,7,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3707,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-15,2,7,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3707,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-16,2,7,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3707,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-17,2,8,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3699,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-18,2,8,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3731,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-19,2,8,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3745,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-20,2,8,iPhone,New Openers,Trademob DSP,23.1,0.33,26.357100000000003,1.3706,31.660860000000003,0.45229800000000003,36.12504126,4417,70,27,38.57142857142858,29,15,5,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-21,2,8,iPhone,New Openers,Trademob DSP,29.37,0.33,33.51117,1.3707,40.257459000000004,0.45233100000000004,45.933760719,9169,89,39,43.82022471910113,25,15,2,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Autoscout RM,2014-02-22,2,8,iPhone,New Openers,Trademob DSP,30.360000000000003,0.33,34.64076000000001,1.3707,41.61445200000001,0.45233100000000004,47.48208973200001,10369,92,44,47.82608695652174,18,15,8,0,32,14,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Autoscout RM,2014-02-23,2,8,iPhone,New Openers,Trademob DSP,28.05,0.33,32.005050000000004,1.3707,38.448135,0.45233100000000004,43.869322035,10546,85,25,29.411764705882355,13,10,3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Autoscout RM,2014-02-24,2,9,iPhone,New Openers,Trademob DSP,23.43,0.33,26.73363,1.3735,32.181104999999995,0.453255,36.718640805,9487,71,19,26.76056338028169,6,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Autoscout RM,2014-02-25,2,9,iPhone,New Openers,Trademob DSP,29.700000000000003,0.33,33.8877,1.3754,40.849380000000004,0.453882,46.609142580000004,9833,90,27,30.0,14,10,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-26,2,9,iPhone,New Openers,Trademob DSP,15.180000000000001,0.33,17.320380000000004,1.3726,20.836068,0.452958,23.773953588000005,6587,46,15,32.608695652173914,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-27,2,9,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3656,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Autoscout RM,2014-02-28,2,9,iPhone,New Openers,Trademob DSP,0.0,0,0.0,1.3813,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
